0,580
1,845
2,1317
3,2015
4,2800
5,4581
6,6058
7,7813
8,9823
9,11958
10,14581
11,17435
12,20693
13,24621
14,28358
15,31541
16,34994
17,37679
18,40684
19,43254
20,45305
21,59482
22,64667
23,67349
24,69481
25,71640
26,73679
27,75559
28,76097
29,77138
30,78199
31,79236
32,79863
33,80862
34,81738
35,82892
36,84367
37,86203
38,88422
39,91088
40,93735
41,97072
42,100280
43,104606
44,109778
45,115550
46,121513
47,128810
48,137669
49,149134
50,162607
51,179414
52,196800
53,216325
54,237152
55,260149
56,287190
57,318997
58,357277
59,390460
60,426653
61,470773
62,515311
63,563680
64,623097
65,686100
66,750291
67,808009
68,870204
69,941132
70,1015945
71,1092824
72,1174422
73,1252825
74,1321525
75,1394048
76,1471378
77,1553740
78,1637523
79,1727606
80,1804698
81,1873223
82,1943348
83,2016876
84,2096694
85,2175884
86,2257997
87,2336302
88,2407902
89,2482563
90,2556582
91,2635428
92,2716753
93,2810302
94,2896674
95,2967070
96,3035086
97,3109465
98,3186104
99,3271065
100,3363651
101,3444212
102,3524271
103,3603895
104,3684223
105,3777370
106,3870873
107,3964448
108,4050724
109,4128720
110,4201061
111,4286476
112,4375394
113,4471349
114,4570439
115,4664683
116,4745616
117,4836450
118,4932440
119,5035658
120,5143898
121,5251690
122,5351681
123,5448145
124,5539540
125,5633618
126,5741234
127,5858403
128,5985164
129,6109952
130,6219425
131,6322053
132,6438721
133,6559955
134,6691463
135,6822979
136,6952339
137,7067465
138,7176449
139,7298501
140,7435413
141,7574347
142,7717508
143,7852523
144,7977042
145,8103489
146,8247696
147,8394157
148,8535638
149,8718344
150,8876323
151,9007622
152,9148149
153,9312918
154,9487658
155,9669007
156,9864739
157,10042991
158,10208016
159,10370857
160,10546985
161,10746423
162,10956896
163,11172084
164,11368568
165,11547622
166,11720496
167,11930490
168,12145761
169,12370967
170,12609889
171,12827570
172,13027270
173,13225116
174,13446387
175,13683375
176,13933718
177,14175502
178,14402891
179,14626049
180,14832933
181,15073983
182,15355733
183,15632627
184,15922954
185,16185192
186,16410476
187,16630637
188,16880717
189,17171031
190,17459345
191,17751415
192,18011398
193,18236046
194,18437550
195,18692736
196,18966312
197,19251048
198,19535300
199,19806326
200,20032072
201,20251819
202,20520723
203,20809993
204,21098220
205,21388112
206,21654204
207,21872417
208,22076176
209,22336443
210,22613130
211,22885933
212,23150482
213,23419403
214,23631892
215,23851320
216,24107337
217,24387162
218,24666177
219,24958089
220,25223034
221,25449954
222,25700058
223,25962466
224,26250461
225,26540500
226,26846910
227,27123791
228,27363405
229,27566330
230,27814863
231,28103414
232,28406301
233,28722693
234,29011392
235,29262503
236,29507056
237,29783240
238,30085921
239,30394454
240,30710127
241,31007360
242,31262518
243,31494056
244,31770830
245,32087085
246,32402344
