0,580
1,845
2,1317
3,2015
4,2800
5,4581
6,6058
7,7813
8,9823
9,11958
10,14581
11,17435
12,20693
13,24621
14,28358
15,31541
16,34994
17,37679
18,40684
19,43254
20,45305
21,59482
22,64667
23,67349
24,69482
25,71641
26,73680
27,75560
28,76099
29,77141
30,78202
31,79239
32,79866
33,80865
34,81741
35,82895
36,84370
37,86206
38,88425
39,91093
40,93741
41,97078
42,100286
43,104612
44,109784
45,115557
46,121521
47,128820
48,137679
49,149144
50,162616
51,179422
52,196808
53,216333
54,237164
55,260163
56,287204
57,319013
58,357295
59,390481
60,426674
61,470799
62,515340
63,563709
64,623127
65,686130
66,750321
67,808040
68,870236
69,941164
70,1015981
71,1092860
72,1174458
73,1252860
74,1321560
75,1394085
76,1471416
77,1553779
78,1637563
79,1727648
80,1804742
81,1873269
82,1943392
83,2016919
84,2096738
85,2175932
86,2258045
87,2336352
88,2407952
89,2482615
90,2556635
91,2635482
92,2716809
93,2810359
94,2896731
95,2967125
96,3035142
97,3109521
98,3186161
99,3271148
100,3363736
101,3444297
102,3524356
103,3603981
104,3684311
105,3777459
106,3870962
107,3964539
108,4050812
109,4128811
110,4201159
111,4286575
112,4375496
113,4471453
114,4570552
115,4664802
116,4745737
117,4836576
118,4932570
119,5035790
120,5144036
121,5251831
122,5351827
123,5448289
124,5539690
125,5633778
126,5741399
127,5858572
128,5985339
129,6110267
130,6219745
131,6322378
132,6439055
133,6560296
134,6691805
135,6823329
136,6952696
137,7067827
138,7176822
139,7298880
140,7435798
141,7574733
142,7717893
143,7852910
144,7977436
145,8103890
146,8248101
147,8394562
148,8536043
149,8718749
150,8876728
151,9008028
152,9148557
153,9313327
154,9488069
155,9669418
156,9865150
157,10043404
158,10208429
159,10371671
160,10547802
161,10747240
162,10957715
163,11172904
164,11369390
165,11548445
166,11721328
167,11931323
168,12146600
169,12371813
170,12610773
171,12828601
172,13028307
173,13226003
174,13447356
175,13684322
176,13934790
177,14176649
178,14404145
179,14627272
180,14833986
181,15075277
182,15356921
183,15634085
184,15924211
185,16186536
186,16412001
187,16632087
188,16882226
189,17172666
190,17461110
191,17753180
192,18013673
193,18238025
194,18439960
195,18694737
196,18968379
197,19253398
198,19537485
199,19808830
200,20035079
201,20254206
202,20522875
203,20813229
204,21100853
205,21391591
206,21656909
207,21875709
208,22079621
209,22339434
210,22616338
211,22889349
212,23153893
213,23423501
214,23636517
215,23855413
216,24111461
217,24391639
218,24670847
219,24962801
220,25227456
221,25455524
222,25705807
223,25968701
224,26256867
225,26547244
226,26854503
227,27133108
228,27374357
229,27579261
230,27828314
231,28117665
232,28421777
233,28739456
234,29030954
235,29284819
236,29534109
237,29814988
238,30123527
239,30437418
240,30760066
241,31058419
242,31313275
243,31545849
244,31816836
245,32126071
246,32434295
247,32752246
